id,year,DPCdummy,doctor,nurse,general_beds,allowance_doctor,ave_serve_doctor,use_rates_general,ave_stays_general,ave_inpatient_per1day,ave_outpatient_per1day,inpatients_per1doctor,outpatients_per1nurse,medical_fee_per1inpatient,medical_fee_per1outpatient,inspections_per100patients,fixed_assets_per1bed,medical_revenue,non_medical_revenue,medical_cost_per1day1man,areas_facility,MrozDPC
1,25,0,13,79,146,1235532,12,65.9,22.2,112,358,6.3,2.6,28830,9143,328.1,24767,2165509,858847,17637.79656,12101,1.61826807325831
2,25,0,5,32,120,1065162,12,24,14.1,29,208,3.2,3.6,28093,10573,269.5,26736,980721,497350,17568.18681,8702,2.79474518592824
5,25,0,8,44,130,1033948,18,17.3,15.1,23,54,2.7,0.8,88155,15422,1177.8,13584,955509,624394,58162.35545,5913,0.953358585384154
6,25,0,2,23,40,817219,47,14.1,24.2,7,22,2.2,0.6,27968,10827,267.2,15995,157829,821934,93193.38687,5790,4.30547390875526
7,25,1,131,595,689,798324,17,80.3,14.2,553,1262,4.1,1.2,65173,17517,570.4,27321,19219185,1643926,30017.94181,59225,1.63847653302789e-05
9,25,1,146,559,685,915155,18,79.5,12,590,1290,3.3,1.3,63187,15773,822.1,33193,19620357,2007087,27508.59662,53660,4.31905276721539e-06
10,25,1,41,257,370,1002561,15,66.1,13.7,312,783,5.9,1.7,41321,10783,543.6,37036,7501950,1253395,19665.49822,30819,0.258842841864885
11,25,1,22,170,272,977691,17,76.6,16.2,208,507,6.9,1.8,36678,11351,514.4,26044,4532482,437224,17120.60159,14426,0.620799959466634
12,25,1,31,198,330,960220,17,65.2,13.3,224,452,5.4,1.3,43023,12925,616,30930,5375119,705098,22572.27041,23849,0.471832423756169
13,25,1,53,260,337,969938,18,81.2,12.6,274,659,3.8,1.5,51442,16051,584,41978,8099280,789384,23347.32561,24359,0.214523702342971
14,25,1,49,218,305,979212,16,81.6,11.6,250,531,3.9,1.4,50483,13417,704.8,44392,7031909,900297,23134.27113,23701,0.268386854045818
15,25,0,11,103,177,1153960,26,60.7,21.2,107,422,7.5,2.3,28828,12574,351.3,19300,2561731,269578,15170.67613,11763,1.73260362606252
16,25,0,9,24,41,1012551,21,72,17,30,192,2.5,4,29504,6434,427.4,16917,702859,538125,12101.82648,1769,2.21273639551654
17,25,1,32,209,295,1029872,15,71.2,14.9,238,763,5.2,2,43975,10869,526.9,43303,6308704,854264,17210.54836,24563,0.41264598296907
18,25,0,6,74,130,1089639,27,68.3,17.9,89,275,9.5,2.1,28968,8908,413.5,25071,1608110,377322,14748.15595,10529,1.95853769979282
19,25,0,9,107,184,1061546,22,60.1,20.3,111,251,8,1.3,31387,12819,443.9,32186,2170941,353083,20396.69265,12740,1.82332177338483
20,25,1,30,171,290,1075364,20,62.2,14.1,192,669,4.4,2.1,42400,7927,486,46153,4839217,734723,16937.07222,20958,0.60566870767683
21,25,0,8,139,48,1219190,23,68.1,16.6,237,365,19.1,1.4,15369,5993,144.3,25370,1967332,840626,13069.44432,20774,3.09182257457202
24,25,0,5,41,60,1093367,24,84.6,19.5,84,140,12,1.8,21146,5731,313.4,14764,924901,260317,12749.92661,6521,2.2586650545053
26,25,0,4,36,68,1090333,23,90.2,22.7,61,103,17.2,1.5,25459,10383,355.5,27093,882843,103728,14903.90912,4154,2.12946739264526
30,25,1,139,650,658,875147,17,86.2,13.1,567,1151,3.3,1.1,60217,14926,541.5,53132,18389823,1934163,29866.5747,63265,0.000513161419442594
31,25,1,45,311,452,920891,18,73,17,330,819,6.2,1.5,38238,9243,267.1,17370,6922189,745405,18519.85884,25554,0.110100463198809
32,25,1,25,174,219,918367,21,69.2,16,151,501,5,1.6,35435,9134,292.8,23243,3303683,628853,19389.56635,17519,1.17218438588392
34,25,0,11,87,98,1104470,7,66.1,15.4,65,268,5,1.8,35013,9677,215.7,29548,1597473,841380,18121.14032,9382,1.95480452104059
35,25,0,3,23,32,1030167,14,36,12.1,12,62,3.2,1.6,27584,7105,194.6,10913,310109,405214,25343.35431,2205,3.24856018997608
39,25,1,103,483,475,754167,6,77.7,12.7,373,940,3.1,1.2,63326,17908,950,28504,13071448,1570141,28638.42085,35376,0.00658763113240512
42,25,1,63,251,324,668859,9,71.4,15.3,231,452,3.4,1.1,53113,20751,581,36652,7017546,1519168,33602.20221,40061,0.334380052514305
43,25,0,7,50,80,705429,9,90.6,62.8,72,108,7.7,1.3,32123,8623,113.5,48472,1089475,842633,26915.09893,13664,1.94384376206366
44,25,1,30,181,240,850789,22,61.8,12.6,148,338,3.3,1,111960,10229,1045.1,33132,7087007,776706,43851.74474,25000,0.0377505221881663
45,25,0,46,211,357,781690,17,68.6,16.2,245,396,4.6,1.1,47810,28489,792.5,44220,7282761,812917,34440.8138,33701,0.398417794231567
47,25,0,45,226,150,838586,17,73.5,13.5,110,191,2.2,0.5,78463,15437,605.1,53366,4149743,1531869,49423.86565,17704,0.942013884035574
48,25,1,49,311,268,879187,20,87.3,13.9,256,316,4.6,0.6,74005,18190,889.1,27159,8661748,1795964,47055.94406,28287,0.241169919732561
49,25,0,95,466,503,745351,7,73.9,14.5,315,757,2.9,1,57300,24934,641.2,65214,11824894,2597033,40138.06226,110362,0.0671997713079643
50,25,0,72,375,300,712095,20,77,14.2,231,529,2,0.9,76532,15861,585.8,24554,9001073,2032707,39538.47152,26577,0.219977501206539
52,25,0,44,262,220,719600,19,80.8,16,178,341,3.8,0.8,74674,9590,1018.4,42849,5860040,1646296,39223.52258,22000,0.33845056520638
53,25,0,4,44,179,805417,25,10.2,13.6,18,104,1.8,1.2,31449,17187,1308.1,11912,753896,254406,33464.60813,13055,2.32041162598965
54,25,1,24,193,237,757575,20,74.1,16.1,176,540,5,1.8,45010,8757,616.9,18344,4302810,584704,18682.39841,15418,0.625730289223976
56,25,1,88,299,341,815500,20,81.6,11.7,278,491,2.8,1.3,65104,32097,886,22101,11841492,2735119,44244.40565,31790,0.11567338791885
57,25,0,37,175,100,923605,19,75.8,13.6,76,26,1.9,0.1,102095,18119,1140.6,32711,4687707,250834,126447.596,11172,0.440529062487511
58,25,1,54,300,224,751445,22,71.2,14.3,159,329,1.7,0.7,81553,23409,500.3,26254,6876549,2348653,46030.00225,21269,0.595716707668404
59,25,1,98,447,452,733385,16,75.5,12.6,364,737,2.7,1.2,63761,9196,543.2,21086,11764047,2178750,35118.89565,34437,0.0277391923820045
60,25,1,95,433,508,693172,19,80.1,14.4,407,837,3.1,1.4,51577,9768,501.9,18303,10767493,2837484,29031.07959,43650,0.0134768499138345
61,25,1,150,681,803,618886,19,84.4,17.7,678,1159,3.2,1.3,54004,23858,802.8,31800,22517816,6941937,41533.58588,73030,4.53689483066347e-06
62,25,1,159,687,726,712864,17,85.2,13.7,644,1146,2.7,1.3,62732,14523,784.3,25605,22163106,5129861,36804.93763,62804,7.32035447068237e-06
63,25,0,42,245,304,550023,20,80.9,22.1,246,16,4.4,0.1,41431,15824,425.8,11911,3948419,2807528,69199.30984,23933,0.821487718043515
64,25,0,59,465,90,566289,18,63.6,48.7,798,411,9.9,0.7,20230,8158,155.7,31436,7236367,5923181,28201.33927,90841,3.45263947223655
71,25,0,3,27,55,1508385,18,74.6,18.7,41,84,12.4,1.7,28482,8173,450.1,6279,631920,246607,18494.1589,217,2.11686144062913
72,25,0,5,33,55,1080500,16,78.3,23.9,43,134,6.9,2.4,27102,7231,381,9352,707180,337609,15584.49036,19,2.0624793430424
73,25,0,4,44,67,1442762,17,45.8,13.8,31,154,4.1,2.3,32956,7822,365,6694,723589,492565,17693.59496,3883,2.50581021645489
74,25,0,3,32,60,2435139,19,81.9,24.9,49,129,14.9,2.4,25703,7075,221.3,10305,731917,348739,16313.09835,237,2.13774063683307
75,25,0,11,88,150,1281189,25,87.6,20.3,131,386,8.7,2.4,32466,9311,415.6,9235,2547524,197642,14733.92332,61,1.12973657513965
76,25,0,14,139,199,1217931,19,57.3,18.4,114,457,5.9,2,35664,9966,304.4,7216,2750873,320585,16328.43605,119,1.34309393656469
77,25,0,9,78,150,1090417,27,59.3,22,110,195,10.5,1.4,26615,9277,382.9,5151,1623260,114196,20190.37952,181,1.99571443423558
78,25,1,25,167,275,1325696,18,75,18.7,206,488,7.9,1.8,36855,9580,285.3,6630,4068256,266202,17598.1801,719,0.588362415656409
79,25,0,23,191,253,1279913,17,69,18,221,578,7.5,1.8,30945,8364,322.3,4367,3871669,715290,16044.3191,131,0.853822290907757
80,25,1,94,413,524,1011570,16,84.6,15.2,443,1112,4.5,1.6,54827,15711,603.5,20034,13642293,1232812,24521.70374,281,0.0012413036943221
81,25,0,23,136,302,958620,26,40.7,14.6,123,512,4.5,2.1,37764,9065,421.6,8101,3000805,337853,16699.80369,314,0.892443002507604
82,25,1,83,291,500,879781,22,76.9,13.6,385,993,4.1,1.9,55216,20179,619.8,13612,13129286,1342661,25956.1783,382,0.00208074804229087
85,25,1,118,648,665,779378,8,86.6,11.8,616,1461,3.4,1.4,63015,16276,564.2,29848,20666892,1544089,26014.57318,58607,1.64276783473325e-05
86,25,1,113,588,662,725151,20,74.2,13.4,491,986,3.3,1,63924,19004,568.4,25234,16458765,579824,28228.73652,49601,0.000632694394013758
88,25,1,120,637,668,809472,8,74.7,12.3,700,1311,4,1.2,46362,13446,390.9,35917,16829489,1957530,25275.02435,85734,0.000912299123905578
94,25,1,123,546,589,879140,19,84.6,11.7,498,1052,2.8,1.1,63359,31800,219.9,61356,20471286,7236766,42943.97879,85952,0.00815821099534349
96,25,0,34,206,220,479517,21,73.6,13.9,179,256,5.3,2.1,42605,18081,561.4,16130,4103828,551005,31542.10675,22031,1.12750809540012
98,25,1,79,407,500,970303,20,79,14.5,395,638,3.3,1,55114,31830,1027.7,39533,14971494,1644725,42398.3742,98638,0.0395961150763096
99,25,0,52,216,200,708415,20,67.3,6.9,135,395,2.6,1.2,74551,14241,656.1,58141,5255600,889737,31453.39881,19910,0.665317839839027
102,25,0,6,28,46,654110,9,77.6,18.5,36,90,3.7,1.7,26415,7280,308.8,8914,643078,275444,19101.28289,6079,2.11766333328631
104,25,1,93,430,541,850806,19,82.9,14.5,409,859,4.2,1.2,58554,15821,877.4,31488,13330387,1420723,30466.205,70773,0.00229082849580058
105,25,0,18,83,100,811125,18,71.8,12.9,72,177,2.8,1.2,49479,16210,272.1,15707,2274617,625643,28203.774,12970,1.57227207184121
108,25,1,93,454,492,700923,8,93.4,12.8,459,1183,2.6,1.5,68329,13061,696.7,22293,15763805,1204588,25953.95024,32514,0.000183529302105022
109,25,1,46,261,400,726460,19,55,9.6,220,619,3.1,1.6,56063,10424,559.6,6490,6343457,597620,22042.28452,18906,0.125479941324324
110,25,1,76,359,400,690650,18,81.2,10.8,325,640,3.1,1,55972,14338,621,19817,9549028,863252,26997.38236,28578,0.076752524109006
112,25,1,27,166,303,615295,19,44.1,13.2,134,284,3.7,1,44465,11067,516.7,12934,3356774,748268,29659.61854,21905,0.874842361352325
113,25,1,83,442,290,708871,9,81.6,15.4,237,358,1.8,0.4,82826,19776,483.4,23428,9417498,1524171,48395.58881,29451,0.265741673446826
114,25,1,46,311,350,880276,19,63.9,13.8,223,347,4.2,0.7,93667,26493,803,26926,10429913,871587,51246.35905,26518,0.0871372430451302
115,25,0,7,18,50,921452,5,85.2,28,43,58,5.2,1.6,80282,84046,100,439711,2501185,579518,68548.86749,16555,5.29755536800577
117,25,1,93,397,430,804779,16,72.4,11.1,312,915,3.3,1.5,65172,12066,636.1,11956,10702716,976757,23650.21715,26795,0.0138960710095933
118,25,1,49,300,300,898853,18,80.8,13.7,242,687,4.8,1.5,60340,9276,669.6,15357,7111231,833574,21582.68576,20558,0.153866750112631
119,25,1,20,130,199,833792,18,60.1,18.1,120,274,6,1.3,35801,9948,532.4,14322,2426744,687825,20723.76747,13862,1.33687545015343
121,25,1,82,355,417,838318,19,92.4,14.1,386,742,4.6,1.1,60538,13320,518.8,19723,11594398,913735,26515.28466,36167,0.0159385443331852
122,25,1,47,269,300,822904,19,86.1,14.4,258,542,5.4,1.2,46005,12166,462,29789,6203490,625485,21396.77397,23433,0.410280001505323
123,25,1,107,552,633,821354,20,82.2,13.5,546,1118,4,1.2,58355,14072,565.1,28253,16286793,1839541,29421.70047,53505,0.000386981979039504
124,25,1,173,674,650,650152,17,88.1,12,609,1311,3.2,1.1,62755,15537,541.8,21804,19440995,1616459,27437.65126,67723,3.86113085755746e-05
125,25,0,13,65,125,784333,23,83.7,19.9,84,310,6.4,2.6,31608,6869,373.6,11308,1591084,282176,12950.58063,11560,1.35954911511743
127,25,1,99,414,390,758322,7,82.3,9.6,367,625,2.9,0.9,64916,16545,566.5,40026,12056901,1303359,35492.31662,40628,0.0692449782089715
128,25,1,20,161,206,845625,9,83.7,17.6,174,346,7.1,1.2,41351,12034,584.7,6772,3931044,425341,22107.93994,14911,0.650702594641186
129,25,1,2,59,102,1558222,28,57.9,14.2,59,203,8,1.8,35060,10292,449.9,11073,1442764,273390,17758.00481,8788,2.13654082320509
130,25,1,113,541,526,744289,7,80.2,9.2,436,958,4,1.2,61491,15982,1122.6,42870,14390966,1788568,31803.77351,44934,0.0031454032446922
132,25,0,17,76,150,738059,18,72.9,18,109,459,5.7,3.1,40685,7017,436.9,19916,2539039,275025,13195.71677,10158,1.00993199058884
133,25,1,182,814,824,844943,21,83.7,14.7,690,1560,3,1.1,66461,14808,461.8,43028,23796710,1775569,29080.75008,75901,4.98042753939007e-07
134,25,0,38,215,270,859198,23,74.6,13.9,201,565,5,1.6,48337,9691,265.7,12121,5039262,396912,19242.84488,20999,0.518936624829304
135,25,0,8,108,199,980385,23,47.1,17.6,94,334,11.7,1.8,31491,9681,261,10578,1918611,236204,15801.27384,11000,1.79148775565612
136,25,0,36,219,290,827300,24,59.9,13.9,177,473,5,1.4,52585,8854,401.2,11841,5181075,482748,22301.88409,20328,0.576217655924819
137,25,1,51,292,324,950853,14,73.9,13.4,241,543,4.8,1.1,51175,12057,523.1,31190,6376071,1317028,24410.97638,25739,0.362005903863152
140,25,1,86,433,509,702766,7,80.9,12.4,412,847,3.3,1.2,61200,16718,606.2,25261,12881775,934385,27916.42204,44794,0.00420342665190974
141,25,1,87,421,605,852600,17,60.9,13.3,398,655,3.5,0.9,58017,14052,503.8,18821,11159665,1285054,30850.26213,45792,0.00562307932304873
142,25,1,54,357,456,874713,6,71.1,16.1,324,402,5.9,0.7,58021,13779,493.7,26918,8585815,1055272,33261.34194,34169,0.0818358482862209
143,25,1,37,220,330,858417,15,64.6,16.9,213,334,5,1,44677,11479,391.1,22615,4700199,846492,27845.35824,28230,0.563028007716196
144,25,1,21,127,182,742093,14,89.1,12,130,190,5.3,1,52357,15909,489.9,23893,3404213,570364,32179.60616,13827,0.728739264062947
145,25,1,37,247,381,770880,12,89,16.3,265,481,6,1.2,41506,10189,350.9,18618,5440120,1111582,22436.9202,21464,0.149768504639207
147,25,1,13,103,151,769423,20,85.9,17,101,163,7.8,1,40749,16439,512.3,12099,2295136,375958,27123.88958,11540,1.20164004186917
148,25,1,11,89,146,819008,19,78.9,20.6,86,181,8.1,1.3,31607,9434,424.2,13718,1553884,313653,20518.17762,11806,1.50086911962252
149,25,1,40,223,325,909722,17,78.4,16,255,478,5.2,1.4,40239,11365,577.7,16778,5227015,551928,20390.55112,18273,0.338713279851323
150,25,1,109,535,546,914204,18,93.7,11.7,512,934,2.4,0.9,59714,11728,794.1,19872,14214138,1017157,27212.06351,34511,0.0010201497237465
151,25,1,42,177,250,1159962,12,84,13.4,257,484,5.2,1.6,38413,9955,393.7,27107,4958759,783096,21407.17283,24409,0.538125432904617
152,25,1,45,179,291,882512,12,66.4,12.9,216,480,4.2,1.5,38891,9233,504.4,12837,4366981,759667,18515.00157,16283,0.467665625446343
154,25,1,144,726,764,738467,6,71.3,12.6,572,1750,2.9,1.6,62245,13212,536.5,18537,19268375,1888001,23897.31691,60887,4.96841836621571e-07
155,25,1,93,547,501,679648,19,78.2,11.4,392,951,3.1,1,57973,10855,625.1,16867,11888313,1167739,25661.9325,42918,0.0227438691353503
156,25,1,88,461,537,1053860,7,83.6,12.9,454,996,3.3,1.2,60616,11763,494.4,18821,13401281,1003430,25074.92489,30712,0.00100795328104683
157,25,1,73,273,314,729927,16,71.1,9.6,261,886,3.1,2,56889,9189,673,31004,7939778,1634465,22841.98206,28246,0.117282175004297
158,25,0,60,292,301,695953,16,67.5,10.1,203,382,3.4,1.2,64104,10841,511.9,23240,6911919,795267,36248.1302,18186,0.369538063952867
159,25,1,121,618,624,799443,18,88.3,12.1,551,1237,4.6,1.2,63655,14202,621.5,17865,17794493,1233832,28217.70556,42124,0.00010317780801374
161,25,0,21,246,300,854353,20,71,36.1,213,171,7.3,0.4,46579,11838,320.5,42599,4267536,2118037,49652.00485,38737,1.04438096354049
162,25,1,123,565,663,809274,16,76.5,12.4,534,1644,2.7,1.7,57635,10868,499.6,26004,16707035,3582493,23099.87924,49890,1.10183488620745e-05
163,25,1,54,265,343,708470,21,71.8,14.4,264,628,5,1.6,43680,12917,585.4,35759,6703609,1751435,26673.80982,40984,0.375513904287919
165,25,1,109,417,500,953223,15,94.1,13.3,470,1140,4.3,1.7,64880,21195,675.5,31308,18053208,1124788,30267.36833,58983,0.000368560143456257
166,25,1,71,317,500,1084853,16,73.6,13.2,368,926,5,1.8,46752,11763,409.7,13663,9777304,1342059,22530.45246,33143,0.0100180778983208
168,25,1,191,989,975,720896,9,80.6,13,849,1734,2.8,1.2,70272,16405,826.1,54022,30226188,6376087,32864.87412,91424,5.76974853053773e-10
169,25,0,39,160,224,652582,9,75,12.7,186,503,4,2.1,38954,8921,542.1,36024,3851447,1496590,19736.45744,19761,0.703300265576644
170,25,0,14,103,198,717476,13,29.3,7,58,152,3.2,1,46100,10041,322.7,6815,1387905,519898,30530.09785,11366,1.68870561593743
173,25,1,125,689,715,921754,20,94.3,11.7,699,1692,3.4,1.5,73565,17227,756.6,31499,27049956,1051145,31250.34175,76478,1.02934612437739e-07
174,25,1,71,423,527,887651,20,84.8,11.9,447,796,3.9,1.1,63105,17904,512.7,13649,14203650,625292,31539.175,31518,0.0037126850637948
175,25,0,25,85,140,855849,19,70.6,10.1,99,372,3.7,2.3,39516,12232,339.1,18929,3019861,495199,21088.46232,12667,1.33285057590528
178,25,1,103,447,620,878045,10,74.9,15.8,464,1056,3.4,1.3,60107,16453,763.3,11952,14726946,1013445,25271.95746,36967,4.84482972485265e-05
179,25,0,61,225,439,983357,11,57.2,12.2,251,566,3.4,1.3,48177,8612,465.9,8559,7016768,186418,22547.25441,20453,0.0611325270093594
182,25,1,91,567,598,903865,16,78.8,14,524,1187,4.7,1.1,63984,12681,563.5,21789,16487793,1447255,27317.81462,57536,0.000564842883151154
184,25,0,3,17,37,1255861,29,76.1,21.6,42,103,12.4,2,19409,5000,337.3,5563,449580,131748,11252.92395,2898,2.6055712663684
185,25,1,32,181,208,882670,17,64.9,12.9,135,465,4,1.2,46510,15910,541.2,4101,4349949,653527,23793.00913,18896,0.868755450079918
186,25,1,71,382,396,549629,18,60.9,13.6,363,963,4.5,1.2,51813,12892,637.2,23114,10104729,747479,22597.97516,43805,0.142972038910496
187,25,1,55,305,401,929812,16,79.6,14.7,413,947,6.9,1.5,43096,9531,407.6,15842,9122837,903807,19981.30137,37036,0.0605151384615229
188,25,1,78,499,535,847460,12,83.4,14,520,1309,5.8,1.3,51139,10692,558,19349,13468400,1235406,20763.38594,46668,0.0018257100337133
189,25,0,2,14,6,1117625,25,75.9,60.2,14,63,5.7,1.3,13519,5713,320.8,33145,173652,286601,17568.43978,3326,3.28071435876888
191,25,0,40,302,365,826690,16,76.4,18.2,392,978,7.9,1.5,34617,18893,580.1,12245,9786031,494029,18992.71473,30927,0.205509936765029
193,25,1,29,137,300,801696,17,70.6,16.9,234,569,6.6,1.2,36497,10767,492.8,15009,4914731,463870,17804.98473,22146,0.384954714549009
194,25,1,31,221,258,870895,15,68.3,13.9,224,840,6.1,1.9,34323,8710,311,12061,4966709,690751,14484.65856,19582,0.656805731196492
196,25,0,7,35,53,761369,32,63.1,18.7,69,212,6.7,2,19497,10250,387.5,4556,1213968,197211,13754.6824,10552,2.76126263992664
197,25,0,8,68,100,1002698,27,62.7,26,98,303,10.5,1.8,29319,8260,365.4,12477,1794058,128834,14445.1884,12574,2.11644559687464
